"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"43","Nr1d1",0.544584538,0.63501401975,4.03525637837021,0.00190387521852584,0.163733268793223,-1.0394737881792
"33","Ncoa3",-1.09670460333333,1.376142937,-2.91371436310329,0.0138862492160454,0.2460355132591,-2.82720013957395
"4","Brd8",0.483507519,0.52581814425,2.87607598276967,0.0148603178525152,0.2460355132591,-2.88805599247509
"17","Hdac6",0.573618367,0.5693189675,2.87318096524529,0.0149380112823246,0.2460355132591,-2.89273492886222
"60","Nrip1",0.467091485666667,0.692794040166667,2.82371299696216,0.0163300544280062,0.2460355132591,-2.97263431010128
"57","Nr4a1",-8.20214292766667,4.25618433966667,-2.796013520852,0.0171652683669139,0.2460355132591,-3.01732489789222
"49","Nr1i3",0.770820460666667,0.6883263875,2.54524601755015,0.0269359457548257,0.330927333559288,-3.41933671895802
"11","Esrrg",0.515140438,0.415889168333333,2.12472473925686,0.0567202825891847,0.609743037833736,-4.0733794919126
"48","Nr1i2",0.694926300666667,1.03969606141667,1.96505371729259,0.0747567937825899,0.640623879099614,-4.31078713568527
"7","Ddx5",0.369706819333333,0.666462879833333,1.9644533892729,0.0748337375809622,0.640623879099614,-4.31166485332439
"16","Hdac5",0.506191530666667,0.701855032666667,1.8461625202452,0.0915068313620022,0.640623879099614,-4.48216942799511
"44","Nr1d2",0.335887976,0.7474511895,1.81540952486359,0.0963670992476275,0.640623879099614,-4.52565170183988
"61","Pgr",0.313663272,0.578628727833333,1.79284206985204,0.100081897083184,0.640623879099614,-4.55732356406887
"77","Tgs1",0.375451799,0.887732829916667,1.76819115534845,0.104287608225519,0.640623879099614,-4.59168380766044
"54","Nr2f6",0.360206430333333,0.749815966333333,1.72175635223995,0.112645420198554,0.645833742471711,-4.65571705413309
"20","Kat2b",0.350505400666667,0.619706701916667,1.60440774631432,0.136493692497007,0.70837990201495,-4.81324528544749
"56","Nr3c2",-0.894179081333333,1.33549291416667,-1.55687046678735,0.147355040120122,0.70837990201495,-4.87518176746572
"8","Esr1",-2.13017747333333,2.07705255866667,-1.55302564328949,0.14826556088685,0.70837990201495,-4.88014132143794
"78","Thra",0.381158158,0.83240431775,1.5078184778651,0.159342703531881,0.721235394933779,-4.93787890415655
"15","Hdac4",0.482679049,0.890753078583333,1.41684906454021,0.183799524650933,0.757848817995576,-5.05070699359377
"14","Hdac3",0.409496200333333,0.804927038166667,1.38135981904976,0.194165842913974,0.757848817995576,-5.09344759963837
"79","Thrb",0.366861523,0.843987018916666,1.34919596861891,0.203978402687809,0.757848817995576,-5.1315374459028
"9","Esr2",0.339632578,0.815506213083333,1.34171531672446,0.20631860799777,0.757848817995576,-5.140306579894
"25","Med14",0.368241065,0.7618453365,1.32156822643512,0.212731772551061,0.757848817995576,-5.16375271638964
"46","Nr1h3",0.338570206333333,0.833953080166667,1.29840983502883,0.220304888952202,0.757848817995576,-5.19039091841749
"41","Nr0b1",0.63296049,0.587876704583333,1.22040802273852,0.247439954247845,0.811009864633685,-5.2775809586213
"65","Ppargc1a",0.501268693333333,0.914742716333333,1.20092406090803,0.254619376105924,0.811009864633685,-5.29873254422051
"51","Nr2c2",0.206633392333333,0.593473902666667,1.13017626172136,0.282078408251161,0.828305127012136,-5.37334340696051
"86","Hsp90ab1",0.336934168,0.87640294375,1.11311331377864,0.289032636080203,0.828305127012136,-5.39081116151297
"27","Med17",0.449567249666667,0.976076293583333,1.1052232526208,0.292292491932627,0.828305127012136,-5.39881773676615
"39","Nono",0.298181394,0.828255695833333,1.06727335048946,0.308364972754924,0.828305127012136,-5.43669532326749
"22","Med1",0.663066046666667,1.28888627608333,1.06158797330177,0.310829209815766,0.828305127012136,-5.4422786731246
"64","Pparg",0.20022868,0.714646298416667,1.03104095899896,0.32432265022144,0.828305127012136,-5.47186452117996
"29","Med4",0.281830463,0.895930610166667,1.02405344882892,0.327469468818751,0.828305127012136,-5.47853346441741
"52","Nr2f1",0.193139934333333,0.547442688833333,0.940047322336771,0.367071143103929,0.843821887154593,-5.55576489995631
"10","Esrra",0.434242086333334,0.813004594083333,0.933718816033886,0.37018738674582,0.843821887154593,-5.56135879218976
"74","Rxra",0.355897877,1.06214188741667,0.933548133564196,0.370271691626994,0.843821887154593,-5.56150921951191
"42","Nr0b2",0.523227199666667,0.640581461,0.895898257413945,0.38919987662416,0.843821887154593,-5.59411896743493
"5","Cops2",0.162550312333334,0.72179902425,0.890493345828682,0.391971373796335,0.843821887154593,-5.59870612644463
"59","Nr6a1",0.55881691,0.890313495166667,0.876371837159405,0.399276700468867,0.843821887154593,-5.6105783623226
"19","Itgb3bp",0.201257259333333,0.610445918916667,0.825698783522775,0.426253144848117,0.843821887154593,-5.65182242971391
"47","Nr1h4",1.11681372733333,2.09421897183333,0.808455142194396,0.435703709213673,0.843821887154593,-5.66536672720295
"30","Mta1",0.196826407666667,0.766115488333333,0.788564691939627,0.446774478095301,0.843821887154593,-5.68067624602083
"50","Nr2c1",0.120494307333333,0.39391848375,0.776811785550612,0.453400983026165,0.843821887154593,-5.68956321056219
"67","Psmc3",0.415780879333334,1.09377810925,0.774476450763137,0.454725178761286,0.843821887154593,-5.69131492388845
"69","Rara",0.194163848333333,1.1342260165,0.751685615677356,0.467777978767132,0.843821887154593,-5.70816248950974
"80","Trip4",0.351431185,1.022188478,0.736731706232673,0.476469662761791,0.843821887154593,-5.71897131072281
"38","Nfkb2",-0.398986418,1.1604188755,-0.703544882214645,0.496115274795791,0.843821887154593,-5.74225723692595
