"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"84","Gapdh",-1.25294976233333,1.17755464625,-4.505296397991,0.000319731844335401,0.0274969386128445,0.362813903236805
"53","Nr2f2",1.194124647,1.4023349696,2.9087074716476,0.00985812484435633,0.26510308517841,-2.89669068026605
"29","Med4",0.867159017,0.9166427665,2.85130634557648,0.0111268643963449,0.26510308517841,-3.00940629652077
"14","Hdac3",0.725225093666667,0.7709501069,2.80243500469601,0.0123303760548098,0.26510308517841,-3.10479836943161
"77","Tgs1",0.590063855333333,0.81221741025,2.64045016613405,0.0172825698613252,0.292946865434236,-3.41676993602035
"46","Nr1h3",0.651704802666667,0.683919593,2.55684347468108,0.0205337040659501,0.292946865434236,-3.57496521771874
"19","Itgb3bp",0.794608969,0.61237961945,2.48375457000411,0.0238445123027867,0.292946865434236,-3.71149761948591
"45","Nr1h2",0.571339248333333,0.8187917206,2.39181269965685,0.0287276806729286,0.308822567233982,-3.88071390525919
"85","Gusb",0.979090974666667,1.08196456955,2.26516459937334,0.0370026855064951,0.324855779973009,-4.10874017001357
"37","Ncor2",0.599621273333333,1.03922610115,2.15697927829314,0.0457710293699933,0.324855779973009,-4.29840634806252
"17","Hdac6",0.437937915666667,0.5638648671,2.13908643233363,0.0473933610619936,0.324855779973009,-4.32928783260513
"69","Rara",0.498118322,1.1175883179,2.10626737207239,0.0505066739912735,0.324855779973009,-4.38555535614699
"54","Nr2f6",0.364051837333333,0.7171941288,2.07214642429728,0.0539405617423172,0.324855779973009,-4.44352832055567
"15","Hdac4",0.551314881,0.71669223335,2.0084945980149,0.0609189797863407,0.324855779973009,-4.55019175320031
"74","Rxra",0.582137153666667,0.85480950255,1.99717733036695,0.0622419885477221,0.324855779973009,-4.5689485759192
"26","Med16",0.799512372666667,1.3173525261,1.99312398739615,0.0627220994976666,0.324855779973009,-4.57565087196813
"55","Nr3c1",0.537716242,0.91278906145,1.9618907795807,0.0665349289085954,0.324855779973009,-4.62701721290328
"78","Thra",0.431297691666667,0.62493931275,1.95037015192122,0.0679930702269088,0.324855779973009,-4.6458382397521
"38","Nfkb2",1.008365989,1.23738161875,1.8940916568488,0.0755354648157632,0.341897367060823,-4.73678097816418
"31","Ncoa1",0.295031356333333,0.8242558683,1.80973075468097,0.0882363867415396,0.37941646298862,-4.86988722061283
"33","Ncoa3",0.757785361333334,1.27396533915,1.73273243891945,0.1014304739452,0.401850471276693,-4.98784059820319
"25","Med14",0.426772631666667,0.6862332116,1.7185129507796,0.104046456024096,0.401850471276693,-5.00923998834576
"67","Psmc3",0.827798979666666,1.1386037739,1.70035593284157,0.107471637667023,0.401850471276693,-5.03638731868859
"30","Mta1",-0.374442903,0.92962105605,-1.65289196941422,0.116888336493851,0.414427610797839,-5.10639519964059
"61","Pgr",0.291213674,0.4679034375,1.6356826299482,0.120473142673791,0.414427610797839,-5.13143051218072
"63","Ppard",0.333947917666667,0.67070720295,1.51158605476833,0.149192632736188,0.48874499921159,-5.30627139656158
"16","Hdac5",0.350759032666667,0.5758774629,1.47352487919694,0.159071634891741,0.48874499921159,-5.35782494428989
"64","Pparg",0.245895106333333,0.5877847535,1.46707247956592,0.160798827379499,0.48874499921159,-5.36646527614765
"34","Ncoa4",0.880017802000001,1.77069369385,1.43869096423386,0.168580337090205,0.48874499921159,-5.40412407517514
"22","Med1",0.71103908,1.0301880285,1.43188174489998,0.170492441585438,0.48874499921159,-5.41307446791226
"39","Nono",0.422183580333333,0.779687389,1.38134911205416,0.185241661280261,0.513896221616207,-5.47845886843444
"49","Nr1i3",0.374865039666667,0.5882709777,1.2571872727189,0.225857190682365,0.606991199958856,-5.63110184722581
"20","Kat2b",0.288016307333333,0.68882145855,1.22877739294958,0.236064724090159,0.61519897793193,-5.66437522598187
"5","Cops2",-0.227994475,0.87746850795,-1.18676149938428,0.251808175946695,0.636926562688699,-5.71242140861422
"51","Nr2c2",0.222525272333333,0.59694716645,1.13203224304462,0.273496684361505,0.645174875789362,-5.77288759937596
"9","Esr2",0.250558152333333,0.6040463713,1.12848866917963,0.274947676497136,0.645174875789362,-5.77671885045751
"79","Thrb",0.286324633666667,0.7762254654,1.11578846362126,0.280195132988982,0.645174875789362,-5.79036558053985
"52","Nr2f1",0.193055522,0.4245838062,1.10412979129597,0.285077270697625,0.645174875789362,-5.80277637324641
"47","Nr1h4",-1.49667310833333,1.83270201125,-1.0759889817588,0.297119223954516,0.655185981027908,-5.83226880811964
"80","Trip4",0.448662007,1.1236779983,1.04802976771814,0.309446792350799,0.665310603554218,-5.86091562109348
"3","Arnt",0.242453205666667,0.92513399645,0.989052163554651,0.336648330607984,0.706140400787478,-5.91916994270972
"86","Hsp90ab1",0.230862737666667,0.69668673715,0.96921386699727,0.346165292743491,0.708814647046195,-5.93809331109781
"8","Esr1",1.24581472066667,1.96722081765,0.934724279445626,0.363152259315271,0.726304518630541,-5.97017648414835
"7","Ddx5",0.172267706333333,0.7949940488,0.910209038669623,0.37556746410354,0.734063679838737,-5.99234574159882
"10","Esrra",0.330577595,0.6510218103,0.876010604925767,0.393358913314239,0.751752589889435,-6.02238021079119
"4","Brd8",0.140296127,0.5380580469,0.857408721755936,0.40326680196871,0.753933586289328,-6.03827748080271
"32","Ncoa2",0.301335968333333,0.917768279,0.77879712072692,0.446914470060806,0.817758392026156,-6.10199157467826
"81","Vdr",0.492319220333334,1.322108531,0.690061477762948,0.499563821642901,0.870213186315012,-6.1670500264104
