"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"60","Nrip1",-1.002924857,0.692794040166667,-6.06299202745116,7.63504552841687e-05,0.00656613915443851,1.85422465248148
"43","Nr1d1",-0.738338389666667,0.63501401975,-5.47093148703756,0.000184037320570971,0.00791360478455176,0.967448861504467
"31","Ncoa1",-0.783545013666667,0.883416693833333,-3.92587050073504,0.00229997538127285,0.0471025330061696,-1.57990073261778
"4","Brd8",-0.655335235,0.52581814425,-3.89816881016533,0.00241325459707386,0.0471025330061696,-1.62814640651637
"69","Rara",-0.988155005,1.1342260165,-3.8255417251666,0.00273851936082381,0.0471025330061696,-1.75493725996417
"44","Nr1d2",-0.654362497666667,0.7474511895,-3.53670269809716,0.00455144134583331,0.0584031213275741,-2.26280744968793
"48","Nr1i2",1.24205304966667,1.03969606141667,3.51217238429547,0.00475374243363975,0.0584031213275741,-2.30614828830551
"50","Nr2c1",-0.511426503666667,0.39391848375,-3.29710294439201,0.0069734293731952,0.0749643657618484,-2.68692428209825
"7","Ddx5",-0.585144036,0.666462879833333,-3.10918848293308,0.00976790781548471,0.0933377857924095,-3.01991471084963
"5","Cops2",-0.545026178,0.72179902425,-2.98579669177241,0.0121957660887545,0.104883588363289,-3.23810820265353
"51","Nr2c2",-0.524531627666667,0.593473902666667,-2.86891284809684,0.0150532955888804,0.117689401876701,-3.44404245536553
"66","Ppargc1b",1.55129704033333,1.01836054208333,2.50284915405221,0.0290590804417016,0.207339210200553,-4.07994258724758
"58","Nr5a1",3.10529278266667,1.30686932708333,2.45753242091281,0.0315092209894616,0.207339210200553,-4.15726017664235
"28","Med24",3.10529278266667,1.47345967,2.41895023191394,0.0337528946838109,0.207339210200553,-4.222770763307
"2","Ar",2.745887012,1.74141482866667,2.25658178148766,0.0450101979888224,0.240981093608006,-4.49482630106904
"27","Med17",-0.896941605666667,0.976076293583333,-2.20505546069216,0.0492818706163415,0.240981093608006,-4.57977120171993
"20","Kat2b",-0.470241858,0.619706701916667,-2.15249088368237,0.0540362907808965,0.240981093608006,-4.66564976891681
"53","Nr2f2",-1.117756604,1.52226615966667,-2.12180178731484,0.0570100536091529,0.240981093608006,-4.71540385371612
"42","Nr0b2",1.23242793266667,0.640581461,2.11023058045864,0.0581709708146406,0.240981093608006,-4.73408680289902
"13","Hdac2",2.379949401,1.44765489008333,2.10669822547422,0.0585297898850135,0.240981093608006,-4.73978164749634
"47","Nr1h4",2.90597602066667,2.09421897183333,2.10361960952184,0.0588442205321875,0.240981093608006,-4.74474170207747
"72","Rbpj",-0.351665504,0.588807180583333,-1.97224518676327,0.0738407599850812,0.288650243578045,-4.9533997800924
"30","Mta1",-0.469913556,0.766115488333333,-1.88266017206872,0.0860299165153763,0.291405746938839,-5.09201753597601
"65","Ppargc1a",-0.770784742333333,0.914742716333333,-1.84662229091844,0.0914358967610764,0.291405746938839,-5.14685998614282
"79","Thrb",-0.499707600666667,0.843987018916666,-1.83776013029225,0.0928120595248637,0.291405746938839,-5.16026171191852
"41","Nr0b1",0.952648733,0.587876704583333,1.83679735935001,0.0929626968349296,0.291405746938839,-5.16171560870444
"52","Nr2f1",-0.372603941666667,0.547442688833333,-1.81353141112374,0.0966714036152803,0.291405746938839,-5.19672666751605
"17","Hdac6",-0.360942809,0.5693189675,-1.80791632210927,0.0975864161230118,0.291405746938839,-5.20514055390114
"70","Rarb",2.69031095766667,1.68231426483333,1.80378457098534,0.098264728618911,0.291405746938839,-5.21132275368616
"10","Esrra",0.816031702,0.813004594083333,1.75465294271977,0.106664707225811,0.292954537992735,-5.28424113932437
"36","Ncor1",2.69111958133333,1.6750062545,1.73063142227863,0.111002930389629,0.292954537992735,-5.31948246592531
"39","Nono",-0.483473609666667,0.828255695833333,-1.73048523363659,0.111029810174063,0.292954537992735,-5.31969609153233
"12","Hdac1",2.38094676866667,1.4578336165,1.72300627965818,0.112412787834421,0.292954537992735,-5.33061133819903
"3","Arnt",-0.495642999666667,1.04987676566667,-1.68635015282904,0.119416668725025,0.302053926775064,-5.38371388819121
"24","Med13",2.35268743633333,1.56686829783333,1.6301299956542,0.130914566805541,0.321675792722187,-5.46384135916856
"23","Med12",18.0013720466667,7.37191959483333,1.5691259299929,0.144485123619077,0.324952801335782,-5.54889908554484
