1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.11118698,0.741210385,0.34740302,0.436670871,0.507067671,0.342766067,0.274718658,0.267208573,0.321377493,0.575972406,0.471690222,9.114990799,0.450920561,0.394185114,0.387305851,0.396541895,0.842650568,0.309969549,1.128107381
1,1.29647609,0.900858861,0.879548599,0.85149691,0.901306812,0.664830834,0.310709617,0.247705052,0.491414319,1.631193125,2.287625036,7.516177826,1.06881577,1.116523178,1.187241313,1.225706193,1.453065161,0.234921458,0.917722192
1,1.373762492,1.000532479,0.720458982,0.878411715,0.73757732,0.71753405,1.127973989,1.009669552,0.780910329,1.221977397,0.561489753,0.103898822,0.917772319,0.779277032,1.063491277,0.862028934,1.453795555,0.805448024,1.386669908
1,0.619060623,1.169802518,0.655155012,0.601200119,0.565770241,0.518047108,0.19760328,0.291144284,0.405185036,0.368864946,0.44970524,0.00428725,0.546441212,0.656168481,0.744187571,0.653717036,0.388859907,0.142208381,0.783752693
1,0.600034185,0.947937601,1.229001946,1.082674973,1.271026579,1.208012347,0.787830295,0.788642957,0.849366316,0.412014667,0.44487243,0.056006155,1.716971628,1.130425723,1.205361759,1.077334455,0.723757551,0.329674544,0.688424048
1,1.867154875,2.451017865,1.267103349,1.699455046,1.686372446,1.925928574,1.686065754,1.194665063,1.119576259,0.740760769,2.883411215,0.106240681,1.940028975,1.692408926,2.031687058,1.477008573,2.357654638,0.952329943,1.652765907
1,0.825511146,1.118658746,1.168046088,0.882265759,1.161084685,1.032629845,0.201777722,0.309416106,0.458950288,0.474947713,0.658968131,0.05482194,1.438954725,0.988300174,1.399218433,1.23938224,0.515885356,0.202670414,0.768391465
1,0.107919435,1.623385913,1.903938925,1.801475711,1.34006056,1.82440901,1.179267328,1.47487348,2.904296609,0.416139632,6.584475846,1.497757648,1.673534393,1.736157943,1.563195479,1.417646862,1.799492887,1.142039381,6.354349311
1,1.077172721,0.83487667,0.729390442,0.525030886,0.281895079,0.329161202,0.135754676,0.148657401,0.192795569,0.475155818,1.536199516,0.686240035,0.760346116,0.55699188,0.81695482,0.765422492,0.658577624,0.011814074,0.558490405
1,0.854763139,0.505223972,0.279244196,0.206129115,0.167160421,0.13937669,0.472357411,0.556793085,0.31888183,1.720603407,2.79340276,0.29407605,0.478432798,0.208538867,0.361480117,0.324207237,0.925364334,0.78892956,0.625471217
1,0.032589536,0.963472905,0.373588823,0.39879748,0.501574949,0.296676015,0.025966688,0.119000554,0.197558907,1.067548489,0.378662537,0.5730942,0.675685687,0.440258938,0.521603046,0.448762553,0.240512436,0.074141052,0.051570162
1,0.819491335,0.890921361,0.680802009,0.771917837,0.567380392,0.521370261,0.713417149,0.914288387,0.616113819,0.988127149,1.11378873,7.751337123,0.827318759,0.769778456,0.711095484,0.724528929,1.114764836,0.976651256,1.600633934
1,0.712281093,1.095766953,0.605227397,0.915721753,0.568582342,0.59209895,0.642672569,1.138661715,0.632390588,1.032247983,2.06958227,6.846065996,0.6431839,0.619984134,0.470055561,0.541826627,1.091476751,1.175327163,1.986341117
1,0.832163318,0.82336156,0.440194248,0.444186115,0.395037139,0.324140501,0.611759625,0.682915129,0.427228205,1.436299486,1.762934165,0.353083718,0.569745765,0.463098247,0.477969412,0.477307265,1.062976277,1.126147968,1.708453995
1,1.029155227,0.788599117,0.329936707,0.416443362,0.277456056,0.258678885,0.46765574,0.503238847,0.440414478,1.513772706,2.275153052,0.568912309,0.316606592,0.285341838,0.37928736,0.417938683,0.917402917,0.825414336,1.322436455
1,0.99150407,0.787307431,0.301688205,0.324073105,0.263060073,0.220154036,0.290811817,0.467245994,0.390544487,1.25641546,1.408147636,0.147775315,0.46675397,0.340030061,0.320042233,0.341115969,0.87771435,0.324134704,0.999030342
1,0.678892758,1.117248417,0.283040656,0.341218364,0.292436278,0.279282136,0.41095314,0.496654056,0.304920024,1.072297779,0.346396822,0.294618147,0.371380559,0.700263696,0.348823756,0.412529787,0.73979087,0.502438666,1.284111431
1,0.580291459,1.264618299,0.855441557,1.89578742,1.840055396,1.342978492,0.259769292,0.446800034,0.541216902,0.231644543,2.666720457,0.242131083,1.306136069,2.313865811,1.143063222,0.979355942,0.616130304,0.250730672,1.398785164
1,0.252355354,0.717414097,0.695647909,0.550275957,0.121432896,0.417569487,0.366961801,0.418511508,0.383990041,0.825183912,0.648785553,0.107871316,0.634307014,0.591009489,0.466145809,0.496839989,1.575872047,0.14847865,1.82893956
1,0.645759828,1.088639282,0.884472505,0.492533309,0.908540795,0.687607983,0.122718682,0.197455054,0.464911108,0.244752008,0.938632683,0.140288845,1.425088188,1.110378239,0.780597745,0.994919151,0.585640568,0.155649775,0.907843423
1,0.964018408,0.938733142,0.64882225,0.908713993,0.651204782,0.721143963,0.810039295,1.08874508,0.686208927,1.411711806,1.507519433,0.156553558,0.759201212,0.795842142,0.619061309,0.66533563,1.286267228,0.758370316,1.021720366
1,1.39474328,1.692351211,0.439468054,0.543622924,0.409288263,0.418082105,0.602006429,0.650400919,0.595538136,2.565515248,3.58611959,0.48544414,0.55661018,0.481543889,0.568936364,0.633027114,1.231218146,0.921722517,1.828122061
1,1.495057115,4.177691613,3.742842136,5.164065143,4.416976633,5.915725867,2.937066233,2.776291782,1.57881026,4.095684541,0.628233857,55.95294647,3.321450008,5.262736637,4.702451943,3.541629265,2.782277656,0.339477862,1.211680555
1,1.029129547,0.798335461,0.60265498,0.701695103,0.57250262,0.497145206,0.682032692,0.773599196,0.60589252,0.993601048,0.952998336,7.938927933,0.688185882,0.639878634,0.708318535,0.797452338,1.329200186,0.655688456,1.53845943
1,1.126010749,0.812218616,0.430247048,0.490263819,0.470059797,0.427811213,0.58675771,0.650897916,0.429618731,1.490160369,0.374193551,0.32455867,0.407459395,0.515029937,0.596803623,0.644980836,1.092013279,0.515650119,1.339928854
1,1.31072461,1.657718453,0.724803687,0.945609346,1.310165623,0.432480863,1.444529633,1.094663308,0.825991477,1.243706098,2.774384224,1.0196685,1.672799111,1.089196461,1.016678969,1.020208623,1.739641946,1.936446174,2.087633416
1,1.128097372,2.077572755,1.570401221,1.298683791,1.823937381,1.530492739,0.689707615,0.751181897,0.887256289,1.41535367,0.085307808,0.014183832,1.809086261,1.833069137,1.405283493,1.372552373,0.859748977,0.69529899,0.962292507
1,0.693710968,1.065865945,0.365511626,0.170557157,0.252009181,0.196637884,0.218821106,0.216807745,0.111870286,2.674964231,8.060328292,1.340162738,0.337808656,0.281318864,0.279104676,0.097793216,0.415316876,0.33545715,1.097738484
1,1.161824856,1.013769735,0.642762292,0.746391365,0.662037664,0.592383023,0.825279552,0.593916163,0.674894452,1.455599641,1.135649469,0.252864638,0.756424082,0.761157651,0.639433928,0.722899601,1.513009871,0.855369932,2.327187415
1,1.205277711,0.732179862,1.293800522,1.366335901,1.425975505,1.175613801,0.782679628,0.904765736,0.753512213,0.442630448,1.066568481,0.018517976,1.239656315,1.337872099,1.349607784,1.179798271,0.626170045,0.136411994,0.555046829
1,1.347281763,1.031771857,0.928604515,0.898007998,0.61745042,0.889681711,0.670030558,0.693927189,0.673338938,0.63806115,0.266431137,0.123926292,0.975029788,0.923714039,1.001469303,0.883999954,1.182324786,0.854461504,0.885604464
1,1.294005366,0.942568909,0.711641327,0.830430997,0.745189473,0.670023313,0.782878213,0.646962591,0.727947242,2.217686753,0.686911242,0.013108007,1.039912541,0.882985835,1.159145926,0.942171894,1.652061507,0.501150699,0.908583745
1,0.98425811,0.723716215,0.918562123,1.745448996,1.643803899,1.543223695,1.109621618,1.195620219,0.818387378,1.188989191,0.569093892,0.094621261,1.691353476,1.671540372,1.842645062,1.341435977,1.119065437,1.164430392,3.11348947
1,2.040535203,2.206202168,2.435481796,1.357542345,1.999328037,1.432654967,1.053322924,1.3029414,1.601607683,1.594640925,1.623186307,0.39143623,3.297393811,1.647554512,1.88286061,1.949259546,2.276859707,1.09133831,3.229727396
1,1.077579716,1.632020297,2.102570536,2.903329272,3.279978141,3.368782299,2.79160883,0.635090106,1.266369839,0.388579743,1.170886796,32.72084726,3.826541908,2.79925167,3.604105394,2.695664965,1.651540559,0.879122065,0.159463418
